,id,NB,LR,VD
5793,805656199970586624,negative,neutral,negative
5794,805656854088925184,negative,negative,negative
5795,805657047807168512,negative,negative,neutral
5796,805657263163736064,negative,negative,negative
5797,805657403018645504,negative,negative,negative
5798,805658318773559296,negative,negative,negative
5799,805658727378518017,negative,neutral,negative
5800,805659343987163137,negative,neutral,negative
5801,805660678144946176,negative,neutral,negative
5802,805660863822598145,negative,negative,negative
5803,805662307409915904,negative,neutral,negative
5804,805663804826664960,neutral,negative,negative
5805,805664503602049024,negative,negative,negative
5806,805664965831065600,negative,neutral,negative
5807,805664990774464516,negative,negative,negative
5808,805665664966922240,negative,neutral,negative
5809,805665733636071424,negative,positive,neutral
5810,805667069907836928,neutral,neutral,negative
5811,805667173163147265,negative,negative,negative
5812,805668026280448000,negative,negative,negative
5813,805668533766123520,negative,neutral,negative
5814,805669268713078785,negative,negative,negative
5815,805671520974553088,negative,negative,negative
5816,805673158200201216,negative,neutral,negative
5817,805674321112756225,negative,negative,negative
5818,805675276533272576,negative,negative,negative
5819,805675426785828864,negative,neutral,negative
5820,805677032931631104,negative,negative,negative
5821,805677504174424064,negative,neutral,negative
5822,805679384795312128,negative,negative,negative
5823,805679553742077952,negative,neutral,negative
5824,805679923050545152,negative,negative,negative
5825,805679974162186241,negative,negative,neutral
5826,805683093734572032,negative,neutral,negative
5827,805683656769425408,negative,negative,negative
5828,805683666714128384,negative,neutral,negative
5829,805684712542978048,negative,neutral,negative
5830,805685687076810752,negative,negative,negative
5831,805686782390059008,negative,neutral,neutral
5832,805687904894853120,negative,neutral,negative
5833,805687911719043072,negative,neutral,negative
5834,805688897363644417,neutral,neutral,negative
5835,805689671649021953,negative,negative,negative
5836,805690157781417984,negative,neutral,negative
5837,805690196855521280,negative,neutral,negative
5838,805690198235475968,negative,negative,negative
5839,805691867207761920,negative,negative,negative
5840,805693631663222784,negative,negative,positive
5841,805694938826625024,neutral,negative,neutral
5842,805695030413459457,negative,neutral,negative
5843,805695211296976896,negative,neutral,negative
5844,805695640382611456,negative,neutral,negative
5845,805697311913320451,negative,neutral,negative
5846,805699732496470017,negative,negative,negative
5847,805700036206219264,neutral,neutral,negative
5848,805700255132057600,negative,negative,negative
5849,805701736618983426,negative,negative,negative
5850,805701752465092608,negative,neutral,neutral
5851,805703392366620672,negative,negative,negative
5852,805704603945889792,negative,neutral,neutral
5853,805706498806411265,negative,negative,negative
5854,805706744773144577,negative,neutral,negative
5855,802272953979138048,positive,positive,neutral
5856,802273470562373632,positive,neutral,neutral
5857,802273664540545025,neutral,neutral,neutral
5858,802275026414301184,neutral,positive,neutral
5859,802275094353604608,positive,positive,neutral
5860,802275391096266752,negative,neutral,neutral
5861,802277680540332033,neutral,neutral,positive
5862,802278321656451072,negative,positive,positive
5863,802279096147476480,positive,positive,positive
5864,802281087842086912,positive,positive,neutral
5865,802281209762091008,positive,positive,neutral
5866,802281426435469313,positive,neutral,neutral
5867,802282968425242624,neutral,positive,positive
5868,802284240108802048,neutral,positive,neutral
5869,802285303591358464,negative,positive,neutral
5870,802285342216699904,positive,positive,neutral
5871,802285982502572032,neutral,neutral,neutral
5872,802286930196975616,negative,neutral,neutral
5873,802288207039561728,positive,positive,neutral
5874,802289549556654080,neutral,neutral,negative
5875,802290042227990528,positive,positive,neutral
5876,802291141450362880,negative,positive,negative
5877,802291409445416961,positive,positive,positive
5878,802292286570819588,neutral,neutral,neutral
5879,802292332070584322,positive,neutral,neutral
5880,802292876977672192,neutral,neutral,neutral
5881,802293112131485696,neutral,positive,neutral
5882,802293322467381248,neutral,neutral,neutral
5883,802294055661084672,negative,neutral,neutral
5884,802297675739607041,positive,neutral,neutral
5885,802299163463421952,negative,neutral,neutral
5886,802299619925331969,negative,positive,neutral
5887,802299905272201216,neutral,neutral,neutral
5888,802300085866332160,negative,negative,neutral
5889,802300754899902465,positive,positive,positive
5890,802300844670652417,neutral,neutral,positive
5891,802301102066638848,positive,positive,positive
5892,802301666154250240,neutral,neutral,neutral
5893,802301670264803328,neutral,neutral,neutral
5894,802303230759665664,positive,positive,neutral
5895,802303620876095488,negative,positive,neutral
5896,802303873419542528,positive,positive,neutral
5897,802304170057461760,neutral,positive,neutral
5898,802305293635833856,neutral,neutral,neutral
5899,802305907002576896,neutral,neutral,positive
5900,802307182389821440,positive,neutral,neutral
5901,802307431237844992,neutral,neutral,negative
5902,802307786000441344,positive,positive,neutral
5903,802310190834085888,negative,neutral,neutral
5904,802310913181130752,positive,positive,neutral
5905,802311409602334720,positive,neutral,neutral
5906,802314381937770496,neutral,positive,positive
5907,802316196808794114,positive,positive,neutral
5908,802317335721869312,positive,neutral,neutral
5909,802317518291476480,negative,positive,positive
5910,802318489742475264,neutral,neutral,neutral
5911,802321130233020416,negative,positive,neutral
5912,802322649854701568,positive,positive,positive
5913,802323727585198080,neutral,neutral,neutral
5914,802324252129161217,neutral,neutral,positive
5915,802324494761213952,positive,positive,positive
5916,802325008169242625,positive,neutral,neutral
5917,802328073680977920,positive,positive,neutral
5918,802331071073447936,positive,positive,neutral
5919,802331621684719616,positive,positive,neutral
5920,802332826985254913,neutral,neutral,neutral
5921,802345702655344640,negative,negative,neutral
5922,802346138791620608,positive,positive,neutral
5923,802346416152674304,negative,positive,negative
5924,802346555743186945,negative,positive,neutral
5925,802347564246806528,negative,negative,neutral
5926,802347929155440640,negative,positive,positive
5927,802348848769331200,negative,neutral,neutral
5928,802351228244008961,neutral,neutral,neutral
5929,802352911737126912,positive,neutral,neutral
5930,802353699783901185,negative,positive,neutral
5931,802356712678125568,neutral,neutral,negative
5932,802357794682699776,positive,positive,positive
5933,802360720767746048,negative,neutral,neutral
5934,802363579743739905,negative,negative,neutral
5935,802364078777896960,neutral,neutral,neutral
5936,802364084100464640,positive,positive,neutral
5937,802366237741154304,positive,positive,neutral
5938,802366272776192000,positive,neutral,positive
5939,802366544449671168,neutral,neutral,neutral
5940,802366943525117952,neutral,positive,neutral
5941,802367713331056640,neutral,neutral,neutral
5942,802369563312566272,positive,positive,neutral
5943,802370270946152449,neutral,neutral,neutral
5944,802371749857918981,negative,neutral,neutral
5945,802373591631351809,negative,neutral,neutral
5946,802375078696472576,positive,neutral,neutral
5947,802378011693748224,negative,positive,positive
5948,802378568877690880,negative,negative,negative
5949,802379115579998213,positive,positive,neutral
5950,802382003001815040,positive,neutral,neutral
5951,802382322888769536,positive,positive,neutral
5952,802382532708798464,positive,positive,neutral
5953,802382882614415360,neutral,positive,neutral
5954,802385388300107776,negative,neutral,neutral
5955,802371880862658560,negative,neutral,neutral
5956,802371886256562176,negative,neutral,negative
5957,802371887842082816,negative,positive,positive
5958,802371990925389824,neutral,positive,neutral
5959,802372083032289284,positive,positive,neutral
5960,802381633890488320,negative,positive,neutral
5961,802381638256586752,positive,positive,positive
5962,802381762110300161,negative,positive,negative
5963,802381806658088960,negative,negative,negative
5964,802381849632784385,negative,positive,negative
5965,802381869488553984,negative,positive,neutral
5966,802381986312515584,positive,neutral,neutral
5967,802382013475024896,positive,positive,neutral
5968,802382059574415360,negative,positive,positive
5969,802382074774691840,negative,neutral,neutral
5970,802382086480871424,negative,positive,neutral
5971,802382119184044033,negative,negative,neutral
5972,802382126129758208,neutral,neutral,neutral
5973,802382153409380352,negative,negative,neutral
5974,802382179565113344,negative,positive,neutral
5975,802382211978653696,negative,neutral,neutral
5976,802382219918442496,negative,negative,negative
5977,802382244207685632,negative,negative,neutral
5978,802382289933996032,negative,positive,neutral
5979,802382307898380288,negative,positive,neutral
5980,802382328215564292,negative,positive,neutral
5981,802382340903337984,negative,neutral,neutral
5982,802382362835197952,neutral,positive,neutral
5983,802382393667522560,negative,negative,negative
5984,802382440589328384,negative,negative,negative
5985,802382477151051776,negative,positive,neutral
5986,802382637335777280,positive,positive,positive
5987,802382649834799104,negative,negative,negative
5988,802382679614386176,negative,negative,neutral
5989,802382698878668800,neutral,neutral,neutral
5990,802382757745856512,negative,negative,negative
5991,802382823407529984,negative,negative,neutral
5992,802382868827820039,negative,neutral,positive
5993,802382893787942913,positive,negative,negative
5994,802382990886043649,negative,neutral,neutral
5995,802383023425683456,negative,neutral,negative
5996,802383030270754820,negative,positive,neutral
5997,802383130074062848,positive,positive,positive
5998,802383234046771200,negative,negative,neutral
5999,802383253512429568,negative,positive,neutral
6000,802383359687073792,negative,negative,negative
6001,802383428456853504,negative,positive,positive
6002,802383523562852353,negative,positive,positive
6003,802383545729593345,positive,positive,positive
6004,802383591762071552,neutral,positive,neutral
6005,802383604575830016,negative,neutral,neutral
6006,802383626427977729,neutral,neutral,positive
6007,802383655356153856,negative,positive,positive
6008,802383681381875712,negative,negative,negative
6009,802383684930138112,negative,neutral,neutral
6010,802383722238672896,negative,positive,negative
6011,802383845911760896,neutral,positive,negative
6012,802383859698569216,negative,positive,neutral
6013,802383895479992320,negative,positive,neutral
6014,802383915466063872,negative,neutral,negative
6015,802383925612072960,negative,negative,neutral
